reaction_id,pathway,cohens_d,p_value,adjusted_pval,significant,pathway_direction,pathway_median_d,genes,n_genes,reaction_name,ec_number,comparison
10,Transport reactions,-0.1466951537703268,0.7606877085410304,0.8216365766595536,False,Mature_CD8SP,-1.3515216145462632,Slc18a1; Slc18a2,2,5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven),1.13.11.52,Early_vs_Mature_CD8SP
11,Transport reactions,-1.4739069964395866,0.007373388533607264,0.028136970232908814,True,Mature_CD8SP,-1.3515216145462632,,0,Acetoacetate Intracellular Transport Unknown Mechanism,2.3.1.16,Early_vs_Mature_CD8SP
12,Transport reactions,1.0917953392228459,0.03455053764220382,0.06333844604532568,False,Early,-1.3515216145462632,Slc25a20,1,O-Acetylcarnintine Transport into Mitochondria via Diffusion,3.1.3.2,Early_vs_Mature_CD8SP
13,Transport reactions,-0.521845808452779,0.28466010227933736,0.38808617656154476,False,Mature_CD8SP,-1.3515216145462632,Slc25a20,1,O-Acetylcarnintine Transport into Mitochondria via Diffusion,3.1.3.2,Early_vs_Mature_CD8SP
14,Transport reactions,-0.5063051419509975,0.29881806094176094,0.4032624450314605,False,Mature_CD8SP,-1.3515216145462632,,0,Acetate Mitochondrial Transport via Proton Symport,2.1.1.4,Early_vs_Mature_CD8SP
15,Transport reactions,-1.644898111720167,0.0031792871547473814,0.020564306690801577,True,Mature_CD8SP,-1.3515216145462632,,0,Acetate Mitochondrial Transport via Proton Symport,2.1.1.4,Early_vs_Mature_CD8SP
16,Bile acid biosynthesis,0.07619165826108751,0.873735652627227,0.9054236774661609,False,Early,-0.4498246225572175,Amacr,1,Alpha-Methylacyl Coenzyme A Racemase (Reductase),5.1.99.4,Early_vs_Mature_CD8SP
17,Starch and sucrose metabolism,-2.6085207328668716,0.00014248400870245392,0.0034001968352480997,True,Mature_CD8SP,-0.8726630199510559,Amy1; Slc3a1; Slc3a2; Slc7a9,4,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)",3.2.1.1,Early_vs_Mature_CD8SP
18,Transport reactions,-1.3615517782679094,0.010838384079360868,0.029722951671971306,True,Mature_CD8SP,-1.3515216145462632,,0,Fatty Acid Intracellular Transport,2.3.1.21,Early_vs_Mature_CD8SP
19,Transport reactions,0.1455315049605639,0.7615424128509025,0.8219701564553716,False,Early,-1.3515216145462632,,0,Fatty Acid Intracellular Transport,2.3.1.21,Early_vs_Mature_CD8SP
20,Transport reactions,-1.883400420194468,0.0012785526636139332,0.012599768330300134,True,Mature_CD8SP,-1.3515216145462632,Slc25a15; Slc25a2,2,Arginine Mitochondrial Transport via Ornithine Carrier,4.3.2.1,Early_vs_Mature_CD8SP
21,Transport reactions,-2.1673219768416483,0.0003283600770854402,0.005433457187640174,True,Mature_CD8SP,-1.3515216145462632,Slc25a15; Slc25a2,2,Arginine Mitochondrial Transport via Ornithine Carrier,4.3.2.1,Early_vs_Mature_CD8SP
22,Transport reactions,-1.7104915581323008,0.0028559591502673822,0.019314074556675113,True,Mature_CD8SP,-1.3515216145462632,Atp6v0a1; Atp6v0a2; Atp6v0a4; Atp6v0b; Atp6v0c; Atp6v0d1; Atp6v0d2; Atp6v0e; Atp6v1a; Atp6v1b1; Atp6v1b2; Atp6v1c1; Atp6v1c2; Atp6v1d; Atp6v1e1; Atp6v1e2; Atp6v1f; Atp6v1g1; Atp6v1g2; Atp6v1g3; Atp6v1h; Tcirg1,22,"V-Type ATPase, H+ Transporting, Lysosomal",3.6.3.14,Early_vs_Mature_CD8SP
23,Bile acid biosynthesis,-0.7202897109950387,0.1528598678143738,0.23093848595854727,False,Mature_CD8SP,-0.4498246225572175,Baat,1,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,2.3.1.65,Early_vs_Mature_CD8SP
24,Bile acid biosynthesis,-0.08145902692729426,0.8650492463683995,0.8975340420186693,False,Mature_CD8SP,-0.4498246225572175,Baat,1,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,2.3.1.65,Early_vs_Mature_CD8SP
25,Bile acid biosynthesis,-0.1675981205493983,0.7270270891526158,0.7950885255617757,False,Mature_CD8SP,-0.4498246225572175,Baat,1,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,2.3.1.65,Early_vs_Mature_CD8SP
26,Biotin metabolism,-1.9775869865924705,0.001382731678192048,0.013407066072257475,True,Mature_CD8SP,-1.5564705034770694,Hlcs,1,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial",6.3.4.15,Early_vs_Mature_CD8SP
27,Transport reactions,-0.22375958096431278,0.641931789898762,0.7255279510842572,False,Mature_CD8SP,-1.3515216145462632,Slc32a1,1,B-Alanine Secretion via Secretory Vesicle (ATP Driven),2.3.1.65,Early_vs_Mature_CD8SP
28,Biotin metabolism,-1.9775869865924705,0.001382731678192048,0.013407066072257475,True,Mature_CD8SP,-1.5564705034770694,Btd,1,"Biotinidase (Biotin), Mitochondrial",3.5.1.12,Early_vs_Mature_CD8SP
29,Biotin metabolism,-1.9775869865924705,0.001382731678192048,0.013407066072257475,True,Mature_CD8SP,-1.5564705034770694,Hlcs,1,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial",3.5.1.12,Early_vs_Mature_CD8SP
30,Transport reactions,-1.8828348018183851,0.0011411341928654548,0.011625980159788916,True,Mature_CD8SP,-1.3515216145462632,Slc16a1,1,"Biotin Reversible Transport via Proton Symport, Mitochondria",3.5.1.12,Early_vs_Mature_CD8SP
31,Transport reactions,0.10515464524926846,0.8263228041030172,0.8647417321692427,False,Early,-1.3515216145462632,,0,Benzoate Transport (Diffusion),3.5.1.6,Early_vs_Mature_CD8SP
32,Transport reactions,-1.3251556093944556,0.012737193765310718,0.030751429167556323,True,Mature_CD8SP,-1.3515216145462632,,0,Benzoate Transport (Diffusion),3.5.1.6,Early_vs_Mature_CD8SP
33,Cholesterol metabolism,-1.2823154482935335,0.01566514918234304,0.03485825570972684,True,Mature_CD8SP,-1.2823154482935335,Tm7sf2,1,C-14 Sterol Reductase,1.3.1.70,Early_vs_Mature_CD8SP
34,Fatty acid oxidation,-1.4474172461687307,0.007720546215807084,0.028498696439128113,True,Mature_CD8SP,-1.0789614372066798,Cpt1a; Cpt1b; Cpt1c,3,Carnitine O-Palmitoyltransferase,2.3.1.21,Early_vs_Mature_CD8SP
35,Fatty acid oxidation,-1.4679595361150133,0.008024331013913335,0.028999922875958213,True,Mature_CD8SP,-1.0789614372066798,Cpt1a; Cpt1b; Cpt1c,3,Carnitine O-Palmitoyltransferase,2.3.1.21,Early_vs_Mature_CD8SP
36,Fatty acid oxidation,-1.7378845949271857,0.0029975658249380924,0.019944949143107217,True,Mature_CD8SP,-1.0789614372066798,Cpt2,1,C161 Transport into the Mitochondria,2.3.1.21,Early_vs_Mature_CD8SP
37,Fatty acid oxidation,-1.4795192440074882,0.007719702857866769,0.028498696439128113,True,Mature_CD8SP,-1.0789614372066798,Cpt2,1,C161 Transport into the Mitochondria,2.3.1.21,Early_vs_Mature_CD8SP
38,Fatty acid oxidation,1.0967029335294023,0.03384480372366518,0.062312567532136806,False,Early,-1.0789614372066798,Slc25a20,1,C161 Transport into the Mitochondria,2.3.1.21,Early_vs_Mature_CD8SP
39,Fatty acid oxidation,1.1875294001154377,0.023007403969301652,0.04622354756100657,True,Early,-1.0789614372066798,Slc25a20,1,C161 Transport into the Mitochondria,2.3.1.21,Early_vs_Mature_CD8SP
40,Fatty acid oxidation,1.0967029335294023,0.03384480372366518,0.062312567532136806,False,Early,-1.0789614372066798,Slc25a20,1,C161 Transport into the Mitochondria,2.3.1.21,Early_vs_Mature_CD8SP
41,Fatty acid oxidation,1.1875294001154377,0.023007403969301652,0.04622354756100657,True,Early,-1.0789614372066798,Slc25a20,1,C161 Transport into the Mitochondria,2.3.1.21,Early_vs_Mature_CD8SP
42,Fatty acid oxidation,0.3566132458562038,0.4603615357835943,0.5461954372303903,False,Early,-1.0789614372066798,Cpt1a; Cpt1b; Cpt1c,3,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,2.3.1.21,Early_vs_Mature_CD8SP
43,Fatty acid oxidation,0.3566132458562038,0.4603615357835943,0.5461954372303903,False,Early,-1.0789614372066798,Cpt1a; Cpt1b; Cpt1c,3,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,2.3.1.21,Early_vs_Mature_CD8SP
44,Fatty acid oxidation,0.3566132458562038,0.4603615357835943,0.5461954372303903,False,Early,-1.0789614372066798,Cpt2,1,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,2.3.1.21,Early_vs_Mature_CD8SP
45,Fatty acid oxidation,0.3566132458562038,0.4603615357835943,0.5461954372303903,False,Early,-1.0789614372066798,Cpt2,1,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,2.3.1.21,Early_vs_Mature_CD8SP
46,Fatty acid oxidation,1.0967029335294023,0.03384480372366518,0.062312567532136806,False,Early,-1.0789614372066798,Slc25a20,1,C181 Transport into the Mitochondria,2.3.1.21,Early_vs_Mature_CD8SP
47,Fatty acid oxidation,1.1875294001154377,0.023007403969301652,0.04622354756100657,True,Early,-1.0789614372066798,Slc25a20,1,C181 Transport into the Mitochondria,2.3.1.21,Early_vs_Mature_CD8SP
48,Cholesterol metabolism,-1.189978284479444,0.02349570500459775,0.04700389610193077,True,Mature_CD8SP,-1.2823154482935335,Hsd17b4,1,C-3 Sterol Keto Reductase (Zymosterol),4.2.1.17,Early_vs_Mature_CD8SP
49,Cholesterol metabolism,-1.2338562831643034,0.019422418055408033,0.04082394906174402,True,Mature_CD8SP,-1.2823154482935335,Msmo1,1,"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)",4.2.1.17,Early_vs_Mature_CD8SP
50,Transport reactions,0.050811245394156906,0.9155620458394049,0.938050846176074,False,Early,-1.3515216145462632,Atp2b1; Atp2b2; Atp2b3; Atp2b4,4,Ca ATPase,3.6.3.6,Early_vs_Mature_CD8SP
51,Transport reactions,-1.5895298013421144,0.0040899660340856046,0.023092193353999577,True,Mature_CD8SP,-1.3515216145462632,,0,Intracellular Transport,1.1.1.197,Early_vs_Mature_CD8SP
52,Glycerophospholipid metabolism,-1.5783476914344776,0.004280031565827207,0.02362709008545682,True,Mature_CD8SP,-1.4772709070921588,Cds1; Cds2,2,Phosphatidate Cytidylyltransferase,2.7.7.41,Early_vs_Mature_CD8SP
53,Glycerophospholipid metabolism,-1.5895298013421144,0.0040899660340856046,0.023092193353999577,True,Mature_CD8SP,-1.4772709070921588,Cds1; Cds2,2,Phosphatidate Cytidylyltransferase,2.7.7.41,Early_vs_Mature_CD8SP
54,Transport reactions,-1.5631142692213296,0.00473696789432107,0.023944029054275486,True,Mature_CD8SP,-1.3515216145462632,Slc25a15; Slc25a2,2,Citrulline Mitochondrial Transport via Proton Antiport,3.2.1.14,Early_vs_Mature_CD8SP
55,Transport reactions,-2.215982440308702,0.00026829498135181457,0.004692201892213268,True,Mature_CD8SP,-1.3515216145462632,Slc25a15; Slc25a2,2,Citrulline Mitochondrial Transport via Proton Antiport,3.2.1.14,Early_vs_Mature_CD8SP
56,Transport reactions,-1.3997890839452491,0.010373053729387743,0.029558252476842812,True,Mature_CD8SP,-1.3515216145462632,Slc25a1,1,"Citrate Transport, Mitochondrial",4.2.1.56,Early_vs_Mature_CD8SP
57,Transport reactions,1.1066075807371123,0.03348967559062667,0.06212732968383102,False,Early,-1.3515216145462632,Slc25a1,1,"Citrate Transport, Mitochondrial",4.2.1.56,Early_vs_Mature_CD8SP
58,Transport reactions,-2.417759339862808,0.00042250462169039494,0.006505188745822051,True,Mature_CD8SP,-1.3515216145462632,Slc26a6,1,Chloride Transport via Hydroxide Antiport (2:1),2.7.3.2,Early_vs_Mature_CD8SP
59,Glycerophospholipid metabolism,-1.4004862332590942,0.009255367622727193,0.02938170457590123,True,Mature_CD8SP,-1.4772709070921588,Crls1,1,Cardiolipin Synthase (Homo Sapiens),2.3.1.21,Early_vs_Mature_CD8SP
60,Ubiquinone synthesis,-1.6779622537526284,0.0031016168934025357,0.02025475511936467,True,Mature_CD8SP,-1.631377747326892,Coq7,1,Ubiquinone Biosynthesis Coq7,3.1.1.1,Early_vs_Mature_CD8SP
61,Ubiquinone synthesis,-1.5847932409011558,0.004930651037118736,0.02436428806379473,True,Mature_CD8SP,-1.631377747326892,,0,P-Coumaroyl Coenzyme A Formation,6.2.1.12,Early_vs_Mature_CD8SP
62,Transport reactions,-1.7869239815718503,0.003114516186698734,0.020302331055978153,True,Mature_CD8SP,-1.3515216145462632,,0,Crmp Hs Transport,2.7.7.15,Early_vs_Mature_CD8SP
63,Transport reactions,-1.3811599915476134,0.01119815929624503,0.02996958520368687,True,Mature_CD8SP,-1.3515216145462632,,0,Crmp Hs Transport,2.7.7.15,Early_vs_Mature_CD8SP
64,Fatty acid oxidation,0.06821968896054706,0.8869625902621217,0.9143480991419887,False,Early,-1.0789614372066798,Crat; Crot,2,"Carnitine Dimethyl Nonanoyl Transferase, Revsible, Peroxisomal",2.3.1.7,Early_vs_Mature_CD8SP
65,Glycerophospholipid metabolism,1.5602114308409305,0.006859813037453862,0.027530667568758063,True,Early,-1.4772709070921588,Dgki; Dgkz,2,Diacylglycerol Phosphate Kinase (Homo Sapiens),2.7.1.107,Early_vs_Mature_CD8SP
66,Transport reactions,-1.8949862970123161,0.0017580361277030156,0.01571505695003888,True,Mature_CD8SP,-1.3515216145462632,,0,Diacylglycerol Transport,2.7.1.107,Early_vs_Mature_CD8SP
67,Transport reactions,-1.545813506515926,0.004758450945005591,0.024020366855479112,True,Mature_CD8SP,-1.3515216145462632,,0,Diacylglycerol Transport,2.7.1.107,Early_vs_Mature_CD8SP
68,Fatty acid oxidation,1.0967029335294023,0.03384480372366518,0.062312567532136806,False,Early,-1.0789614372066798,Slc25a20,1,Transport into the Mitochondria (Carnitine),3.5.4.12,Early_vs_Mature_CD8SP
69,Fatty acid oxidation,1.1875294001154377,0.023007403969301652,0.04622354756100657,True,Early,-1.0789614372066798,Slc25a20,1,Transport into the Mitochondria (Carnitine),3.5.4.12,Early_vs_Mature_CD8SP
70,Fatty acid biosynthesis,-0.03554997748131496,0.9409849102833157,0.9592032750505123,False,Mature_CD8SP,-1.5340548537762044,Scd1; Scd2; Scd3,3,Palmitoyl Coenzyme A Desaturase (N-C16:0CoA -> N-C16:1CoA),1.14.19.1,Early_vs_Mature_CD8SP
71,Fatty acid biosynthesis,-1.5273774866675092,0.007958203492659893,0.028820256900546577,True,Mature_CD8SP,-1.5340548537762044,Fads2,1,Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA),1.14.19.1,Early_vs_Mature_CD8SP
72,Fatty acid biosynthesis,-0.273216780224893,0.5707857324212058,0.6535542208804286,False,Mature_CD8SP,-1.5340548537762044,Scd1; Scd2; Scd3,3,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),1.14.19.1,Early_vs_Mature_CD8SP
73,Fatty acid biosynthesis,-0.9776409053945235,0.05557034178627069,0.09617990258929496,False,Mature_CD8SP,-1.5340548537762044,Scd1; Scd2; Scd3,3,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),1.14.19.1,Early_vs_Mature_CD8SP
74,Fatty acid biosynthesis,0.2515920601079325,0.6035325712002342,0.6877081103055849,False,Early,-1.5340548537762044,Scd1; Scd2; Scd3,3,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),1.14.19.1,Early_vs_Mature_CD8SP
75,Fatty acid biosynthesis,-0.4333922930202476,0.37557456390142674,0.4759981630497848,False,Mature_CD8SP,-1.5340548537762044,Fads2,1,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),1.14.99.25,Early_vs_Mature_CD8SP
76,Fatty acid biosynthesis,-1.451654594690657,0.008614544387199967,0.02938170457590123,True,Mature_CD8SP,-1.5340548537762044,Fads2,1,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),1.14.19.1,Early_vs_Mature_CD8SP
77,Fatty acid biosynthesis,-0.28819875478090795,0.5504356255041924,0.6354231561516506,False,Mature_CD8SP,-1.5340548537762044,Fads2,1,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),1.14.99.25,Early_vs_Mature_CD8SP
78,Fatty acid biosynthesis,-1.9624522110382063,0.0009475036972148585,0.010147589383116173,True,Mature_CD8SP,-1.5340548537762044,Fads1; Fads2,2,Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA),1.14.99.25,Early_vs_Mature_CD8SP
79,Propanoate metabolism,-1.3205941267650434,0.013023120667914903,0.031099468103068975,True,Mature_CD8SP,-1.3223473900013496,Acss1; Acss2; Acss3,3,Propanoate:CoA ligase (AMP-forming),6.2.1.17;6.2.1.1;3.1.2.2,Early_vs_Mature_CD8SP
80,Acyl-CoA hydrolysis,-1.2549547046857903,0.017906733552370664,0.03832285301756644,True,Mature_CD8SP,-1.367436147556885,Acot7,1,Propanoyl-CoA hydrolase,3.1.2.2,Early_vs_Mature_CD8SP
81,Fatty acid activation (cytosolic),-1.4704451454568246,0.006613922278018024,0.02702552351121537,True,Mature_CD8SP,-1.3681340045074706,Acsm1; Acsm2; Acsm3; Acsm4; Acsm5,5,Butanoate:CoA ligase (AMP-forming),6.2.1.2,Early_vs_Mature_CD8SP
82,Carnitine shuttle (cytosolic),0.6465593369382836,0.18918527440987576,0.27716986398753735,False,Early,-1.126995275279182,Cpt1a; Cpt1b; Cpt1c,3,No name available,2.3.1.21,Early_vs_Mature_CD8SP
83,Carnitine shuttle (cytosolic),0.7723807624020274,0.12088455487004192,0.18773511006941945,False,Early,-1.126995275279182,Cpt1a; Cpt1b; Cpt1c,3,No name available,2.3.1.21,Early_vs_Mature_CD8SP
84,Carnitine shuttle (mitochondrial),0.6465593369382836,0.18918527440987576,0.27716986398753735,False,Early,-1.3304523631740803,Cpt2; Crat,2,No name available,2.3.1.7,Early_vs_Mature_CD8SP
85,Carnitine shuttle (mitochondrial),0.7723807624020274,0.12088455487004192,0.18773511006941945,False,Early,-1.3304523631740803,Cpt2; Crat,2,No name available,2.3.1.7,Early_vs_Mature_CD8SP
86,Carnitine shuttle (mitochondrial),0.37744896752706375,0.4350882318093814,0.5267373045976576,False,Early,-1.3304523631740803,Crot,1,Octanoyl-CoA:L-carnitine O-octanoyltransferase,2.3.1.137,Early_vs_Mature_CD8SP
87,Carnitine shuttle (mitochondrial),0.37744896752706375,0.4350882318093814,0.5267373045976576,False,Early,-1.3304523631740803,Crot,1,Octanoyl-CoA:L-carnitine O-octanoyltransferase,2.3.1.137,Early_vs_Mature_CD8SP
88,Fatty acid activation (cytosolic),0.26806029293948785,0.5776783401468206,0.6607429127178751,False,Early,-1.3681340045074706,Acsm1; Acsm2; Acsm3; Acsm4; Acsm5,5,No name available,6.2.1.2,Early_vs_Mature_CD8SP
89,Fatty acid activation (cytosolic),-1.483563750692684,0.006239301886171021,0.026524959853744562,True,Mature_CD8SP,-1.3681340045074706,Acsm1; Acsm2; Acsm3; Acsm4; Acsm5,5,No name available,6.2.1.2,Early_vs_Mature_CD8SP
90,Fatty acid activation (cytosolic),0.3667230604050609,0.449080332644501,0.538653150307543,False,Early,-1.3681340045074706,Acsm1; Acsm2; Acsm3; Acsm4; Acsm5,5,No name available,6.2.1.2,Early_vs_Mature_CD8SP
91,Fatty acid activation (cytosolic),-1.404402821486862,0.008855889370902696,0.02938170457590123,True,Mature_CD8SP,-1.3681340045074706,Acsm1; Acsm2; Acsm3; Acsm4; Acsm5,5,No name available,6.2.1.2,Early_vs_Mature_CD8SP
92,Fatty acid activation (cytosolic),-1.6470934388256253,0.0038234147656102105,0.022324353983271532,True,Mature_CD8SP,-1.3681340045074706,Acsm1; Acsm2; Acsm3; Acsm4; Acsm5,5,No name available,6.2.1.2,Early_vs_Mature_CD8SP
93,Fatty acid activation (cytosolic),-1.4044128107813358,0.008855500201011404,0.02938170457590123,True,Mature_CD8SP,-1.3681340045074706,Acsm1; Acsm2; Acsm3; Acsm4; Acsm5,5,No name available,6.2.1.2,Early_vs_Mature_CD8SP
94,Fatty acid biosynthesis,-1.534119015868035,0.006629850169373727,0.02702552351121537,True,Mature_CD8SP,-1.5340548537762044,Fads1,1,Fatty Acyl Coenzyme A Desaturase (N-C20:3CoA -> N-C20:4CoA),1.14.19.1,Early_vs_Mature_CD8SP
95,Fatty acid activation (cytosolic),-1.4027654972225776,0.008920326859584226,0.02938170457590123,True,Mature_CD8SP,-1.3681340045074706,Acsm1; Acsm2; Acsm3; Acsm4; Acsm5,5,No name available,6.2.1.2,Early_vs_Mature_CD8SP
96,Fatty acid biosynthesis,0.09359056995106621,0.8456403663973827,0.881465640122649,False,Early,-1.5340548537762044,Fads1,1,Fatty Acyl Coenzyme A Desaturase (N-C20:4CoA -> N-C20:5CoA),1.14.19.1,Early_vs_Mature_CD8SP
97,Fatty acid activation (cytosolic),-1.330255701476224,0.012459425849692975,0.03061909429866336,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
98,Acyl-CoA hydrolysis,-1.3267695781894537,0.01266401115820372,0.030669523588447406,True,Mature_CD8SP,-1.367436147556885,Acot1; Acot13; Acot7; Baat,4,Lauroyl-CoA hydrolase,3.1.2.2,Early_vs_Mature_CD8SP
99,Fatty acid activation (cytosolic),-1.3290450380411398,0.01252312703567631,0.03063027116763123,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
100,Acyl-CoA hydrolysis,-1.3290450380411398,0.01252312703567631,0.03063027116763123,True,Mature_CD8SP,-1.367436147556885,Acot1; Acot13; Acot7; Baat,4,Tridecanoyl-CoA hydrolase,3.1.2.2,Early_vs_Mature_CD8SP
101,Fatty acid activation (cytosolic),-1.3352995138848,0.012186813806650768,0.030495288658339444,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
102,Acyl-CoA hydrolysis,-1.3324267951475641,0.012348372914109252,0.030507004594631786,True,Mature_CD8SP,-1.367436147556885,Acot1; Acot13; Acot7; Baat; Them4,5,Myristoyl-CoA hydrolase,3.1.2.2,Early_vs_Mature_CD8SP
103,Fatty acid activation (cytosolic),-1.335335979624263,0.012188181824561734,0.030495288658339444,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
104,Acyl-CoA hydrolysis,-1.3338211233205073,0.012265509252969183,0.030495288658339444,True,Mature_CD8SP,-1.367436147556885,Acot1; Acot13; Acot7; Baat; Them4,5,(9E)-tetradecenoyl-CoA hydrolase,3.1.2.2,Early_vs_Mature_CD8SP
105,Fatty acid activation (cytosolic),-1.3342497264781965,0.012243127486921935,0.030495288658339444,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
106,Fatty acid biosynthesis,-0.5889492374638501,0.2300920996959215,0.32679936212235294,False,Mature_CD8SP,-1.5340548537762044,,0,Fatty Acyl Coenzyme A Desaturase (N-C22:4CoA -> N-C22:5CoA),1.14.19.1,Early_vs_Mature_CD8SP
107,Acyl-CoA hydrolysis,-1.3342497264781965,0.012243127486921935,0.030495288658339444,True,Mature_CD8SP,-1.367436147556885,Acot1; Acot13; Acot7; Baat; Them4,5,(7Z)-tetradecenoyl-CoA hydrolase,3.1.2.2,Early_vs_Mature_CD8SP
108,Fatty acid activation (cytosolic),-1.3342497264781965,0.012243127486921935,0.030495288658339444,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
109,Acyl-CoA hydrolysis,-1.3342497264781965,0.012243127486921935,0.030495288658339444,True,Mature_CD8SP,-1.367436147556885,Acot1; Acot13; Acot7; Baat; Them4,5,5-tetradecenoyl-CoA hydrolase,3.1.2.2,Early_vs_Mature_CD8SP
110,Fatty acid activation (cytosolic),-1.3342497264781965,0.012243127486921935,0.030495288658339444,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
111,Acyl-CoA hydrolysis,-1.3342497264781965,0.012243127486921935,0.030495288658339444,True,Mature_CD8SP,-1.367436147556885,Acot1; Acot13; Acot7; Baat; Them4,5,Pentadecanoyl-CoA hydrolase,3.1.2.2,Early_vs_Mature_CD8SP
