pathway,pathway_direction,pathway_median_d,pathway_n_reactions,pathway_n_significant,pathway_pct_significant,reaction_id,base_id,reaction_name,cohens_d,p_value,significant,gene_association_raw,genes,n_genes,ec_number
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00006_pos,MAR00006,No name available,-1.759466995770886,0.03539392365359216,True,Abhd12 or Abhd6 or Gpihbp1 or Lpl or Mgll or Sdc1,Abhd12; Abhd6; Gpihbp1; Lpl; Mgll; Sdc1,6,3.1.1.34;3.1.1.23
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00007_pos,MAR00007,triacylglycerol acylhydrolase,-1.4111693016625328,0.05742382212749098,False,Lpl,Lpl,1,3.1.1.34
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00008_pos,MAR00008,"1,2-diacyl-sn-glycerol acylhydrolase",-0.3983078751338199,0.5862778227443934,False,Lpl,Lpl,1,3.1.1.34
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00052_pos,MAR00052,5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven),-0.016198322379614393,0.9697593644218446,False,Slc18a1 or Slc18a2,Slc18a1; Slc18a2,2,1.13.11.52
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00056_neg,MAR00056,Acetoacetate Intracellular Transport Unknown Mechanism,-2.027778757891346,0.008888808630577514,True,No genes,,0,2.3.1.16
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00060_neg,MAR00060,O-Acetylcarnintine Transport into Mitochondria via Diffusion,2.3176801625719206,0.005465654529962118,True,Slc25a20,Slc25a20,1,3.1.3.2
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00060_pos,MAR00060,O-Acetylcarnintine Transport into Mitochondria via Diffusion,-0.11721672154502363,0.8608725380680741,False,Slc25a20,Slc25a20,1,3.1.3.2
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00061_neg,MAR00061,Acetate Mitochondrial Transport via Proton Symport,-0.28746400130386035,0.7961139316414563,False,No genes,,0,2.1.1.4
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00061_pos,MAR00061,Acetate Mitochondrial Transport via Proton Symport,0.15991113070019106,0.5862778227443934,False,No genes,,0,2.1.1.4
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00077_neg,MAR00077,Fatty Acid Intracellular Transport,-1.2419140746635526,0.1016320232379835,False,No genes,,0,2.3.1.21
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00077_pos,MAR00077,Fatty Acid Intracellular Transport,0.4204142223078027,0.30205435025420324,False,No genes,,0,2.3.1.21
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00079_neg,MAR00079,Arginine Mitochondrial Transport via Ornithine Carrier,-0.3194695047357466,0.6615256091011786,False,Slc25a15 or Slc25a2,Slc25a15; Slc25a2,2,4.3.2.1
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00079_pos,MAR00079,Arginine Mitochondrial Transport via Ornithine Carrier,0.37592973984709094,0.30205435025420324,False,Slc25a15 or Slc25a2,Slc25a15; Slc25a2,2,4.3.2.1
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00080_pos,MAR00080,"V-Type ATPase, H+ Transporting, Lysosomal",-1.4586248932822143,0.04554114038133258,True,((Atp6v0a4 and Atp6v0b and Atp6v0c and Atp6v0d2 and Atp6v0e) or (Atp6v0a2 and Atp6v0b and Atp6v0c and Atp6v0d2 and Atp6v0e) or (Atp6v0a4 and Atp6v0b and Atp6v0c and Atp6v0d1 and Atp6v0e) or (Atp6v0a1 and Atp6v0b and Atp6v0c and Atp6v0d2 and Atp6v0e) or (Atp6v0a1 and Atp6v0b and Atp6v0c and Atp6v0d1 and Atp6v0e) or (Atp6v0b and Atp6v0c and Atp6v0d1 and Atp6v0e and Tcirg1) or (Atp6v0a2 and Atp6v0b and Atp6v0c and Atp6v0d1 and Atp6v0e) or (Atp6v0b and Atp6v0c and Atp6v0d2 and Atp6v0e and Tcirg1)) and ((Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g2 and Atp6v1h)),Atp6v0a1; Atp6v0a2; Atp6v0a4; Atp6v0b; Atp6v0c; Atp6v0d1; Atp6v0d2; Atp6v0e; Atp6v1a; Atp6v1b1; Atp6v1b2; Atp6v1c1; Atp6v1c2; Atp6v1d; Atp6v1e1; Atp6v1e2; Atp6v1f; Atp6v1g1; Atp6v1g2; Atp6v1g3; Atp6v1h; Tcirg1,22,3.6.3.14
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00087_pos,MAR00087,B-Alanine Secretion via Secretory Vesicle (ATP Driven),-1.2745922032008257,0.12740389581935602,False,Slc32a1,Slc32a1,1,2.3.1.65
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00093_pos,MAR00093,"Biotin Reversible Transport via Proton Symport, Mitochondria",-0.9060573691867758,0.22140435206212575,False,Slc16a1,Slc16a1,1,3.5.1.12
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00099_neg,MAR00099,Benzoate Transport (Diffusion),0.643100756569139,0.22140435206212575,False,No genes,,0,3.5.1.6
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00099_pos,MAR00099,Benzoate Transport (Diffusion),-1.1378486846688314,0.03539392365359216,True,No genes,,0,3.5.1.6
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00119_pos,MAR00119,Ca ATPase,-1.4376455629546503,0.05742382212749098,False,Atp2b1 or Atp2b2 or Atp2b3 or Atp2b4,Atp2b1; Atp2b2; Atp2b3; Atp2b4,4,3.6.3.6
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00120_neg,MAR00120,Intracellular Transport,-1.1828947512682937,0.08668985278367534,False,No genes,,0,1.1.1.197
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00124_neg,MAR00124,Citrulline Mitochondrial Transport via Proton Antiport,-1.0283130577866357,0.15296717596056003,False,Slc25a15 or Slc25a2,Slc25a15; Slc25a2,2,3.2.1.14
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00124_pos,MAR00124,Citrulline Mitochondrial Transport via Proton Antiport,0.3997171255249752,0.2635670780433956,False,Slc25a15 or Slc25a2,Slc25a15; Slc25a2,2,3.2.1.14
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00125_neg,MAR00125,"Citrate Transport, Mitochondrial",-0.020821508335249962,0.9976381737739769,False,Slc25a1,Slc25a1,1,4.2.1.56
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00125_pos,MAR00125,"Citrate Transport, Mitochondrial",0.16920856844449939,0.5197673762262658,False,Slc25a1,Slc25a1,1,4.2.1.56
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00126_pos,MAR00126,Chloride Transport via Hydroxide Antiport (2:1),7.755409082886723,0.0016069986658221952,True,Slc26a6,Slc26a6,1,2.7.3.2
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00136_neg,MAR00136,Crmp Hs Transport,0.8423871993670046,0.2635670780433956,False,No genes,,0,2.7.7.15
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00136_pos,MAR00136,Crmp Hs Transport,-2.385787026161315,0.002268703998807805,True,No genes,,0,2.7.7.15
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00142_neg,MAR00142,Diacylglycerol Transport,-1.2737524919756023,0.08668985278367534,False,No genes,,0,2.7.1.107
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00142_pos,MAR00142,Diacylglycerol Transport,-1.2511134882569717,0.08668985278367534,False,No genes,,0,2.7.1.107
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00219_neg,MAR00219,Bile Acid Intracellular Transport,-1.3434683079172165,0.08668985278367534,False,No genes,,0,1.14.19.1
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00220_pos,MAR00220,Bile Acid Intracellular Transport,2.0438821933096323,0.005465654529962118,True,No genes,,0,1.14.19.1
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00221_neg,MAR00221,"Lipid, Flip-Flop Intracellular Transport",-1.4027245287752839,0.04554114038133258,True,No genes,,0,4.1.1.34
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00221_pos,MAR00221,"Lipid, Flip-Flop Intracellular Transport",2.105402702994076,0.005465654529962118,True,No genes,,0,4.1.1.34
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00229_neg,MAR00229,Dihydrofolate Reversible Mitochondrial Transport,0.5218183288648809,0.3481295153357081,False,No genes,,0,2.8.2.2
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00229_pos,MAR00229,Dihydrofolate Reversible Mitochondrial Transport,1.5081528116937364,0.03539392365359216,True,No genes,,0,2.8.2.2
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00334_pos,MAR00334,Secretion of Dopamine via Secretory Vesicle (ATP Driven),-1.2391086155414985,0.1016320232379835,False,Slc18a1 or Slc18a2,Slc18a1; Slc18a2,2,2.1.1.6
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR00440_pos,MAR00440,No name available,-3.513336134769641,0.0016069986658221952,True,No genes,,0,1.14.99.1
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01047_neg,MAR01047,Folate Transport via Anion Antiport,1.093882828660031,0.12740389581935602,False,Slc19a1,Slc19a1,1,3.1.3.11
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01047_pos,MAR01047,Folate Transport via Anion Antiport,1.093882828660031,0.12740389581935602,False,Slc19a1,Slc19a1,1,3.1.3.11
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01340_neg,MAR01340,Blood Group Intracellular Transport,-2.1120044500172828,0.003587016951612497,True,No genes,,0,3.2.1.23
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01340_pos,MAR01340,Blood Group Intracellular Transport,-2.383750729427552,0.003587016951612497,True,No genes,,0,3.2.1.23
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01348_pos,MAR01348,Transport of Galactosyl Glucosyl Ceramide,-0.9455076825977773,0.18488732561303578,False,No genes,,0,3.2.1.23
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01349_neg,MAR01349,Transport of Galactosyl Glucosyl Ceramide,-0.9455076825977773,0.18488732561303578,False,No genes,,0,3.2.1.23
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01354_neg,MAR01354,Bile Acid Intracellular Transport,-0.9985998237528372,0.18488732561303578,False,No genes,,0,2.4.1.88
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01354_pos,MAR01354,Bile Acid Intracellular Transport,-0.5503455799101409,0.3481295153357081,False,No genes,,0,2.4.1.88
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01369_neg,MAR01369,Transport of Guanosine-5'-Diphosphate,1.3787011467598886,0.05742382212749098,False,No genes,,0,2.1.2.10
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01369_pos,MAR01369,Transport of Guanosine-5'-Diphosphate,1.3787011467598886,0.05742382212749098,False,No genes,,0,2.1.2.10
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01377_pos,MAR01377,Glucose Transport via Membrane Vesicle,0.21611647335368775,0.5862778227443934,False,No genes,,0,3.2.1.31
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01378_neg,MAR01378,Transport of D-Glucose  via Proton Symport,0.30362559335364714,0.7961139316414563,False,Slc5a1,Slc5a1,1,3.2.1.50
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01378_pos,MAR01378,Transport of D-Glucose  via Proton Symport,-0.8273062663374322,0.2635670780433956,False,Slc5a1,Slc5a1,1,3.2.1.50
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01385_pos,MAR01385,Secretion of L-Glycerate,-0.2965695960845145,0.7961139316414563,False,No genes,,0,1.2.3.5
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01386_neg,MAR01386,"Transport of Glycine   via Proton Symport, Reversible, Lysosomal",-1.3806549090675766,0.05742382212749098,False,Slc36a1,Slc36a1,1,2.7.1.31
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01386_pos,MAR01386,"Transport of Glycine   via Proton Symport, Reversible, Lysosomal",-1.4959454640632486,0.02544117621722943,True,Slc36a1,Slc36a1,1,2.7.1.31
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01392_pos,MAR01392,No name available,-0.5184097163275216,0.45796136522773573,False,Ptgs1 or Ptgs2,Ptgs1; Ptgs2,2,1.14.99.1
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01442_pos,MAR01442,Histamine Secretion via Secretory Vesicle (ATP Driven),-1.2391086155414985,0.1016320232379835,False,Slc18a1 or Slc18a2,Slc18a1; Slc18a2,2,2.7.1.1
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01444_pos,MAR01444,H+/K+ Gastric/Non-Gastric P-ATPase And ABC ATPase,-1.0086153372264228,0.2635670780433956,False,Atp12a and Atp4b,Atp12a; Atp4b,2,3.6.3.10
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01464_neg,MAR01464,"Transport of Isoleucine, Mitochondrial",-2.4091082573732145,0.005465654529962118,True,No genes,,0,1.1.1.42
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01464_pos,MAR01464,"Transport of Isoleucine, Mitochondrial",-2.6900140148203198,0.002268703998807805,True,No genes,,0,1.1.1.42
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01476_pos,MAR01476,Lactose Transport from Golgi to Extracellular (Via Vesicle),-0.7868596968334485,0.30205435025420324,False,No genes,,0,1.14.13.9
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01480_neg,MAR01480,"Transport of L-Leucine, Mitochondrial",-2.4091082573732145,0.005465654529962118,True,No genes,,0,1.1.1.28
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01480_pos,MAR01480,"Transport of L-Leucine, Mitochondrial",-2.783224379317214,0.002268703998807805,True,No genes,,0,1.1.1.28
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01485_pos,MAR01485,"Transport of L-Lactate via Diffusion, Mitochondrial",-1.6935210137015682,0.02544117621722943,True,Aqp9,Aqp9,1,2.3.1.21
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01514_neg,MAR01514,Monoacylglycerol 2 Transport,-1.6438478423827412,0.03539392365359216,True,No genes,,0,1.2.1.5
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01514_pos,MAR01514,Monoacylglycerol 2 Transport,0.33178183671298317,0.2635670780433956,False,No genes,,0,1.2.1.5
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01518_pos,MAR01518,Metanephrine Secretion via Secretory Vesicle (ATP Driven),-1.2391086155414985,0.1016320232379835,False,No genes,,0,1.1.1.37
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01534_neg,MAR01534,Transport of Ammonium ion via Proton Antiport,-0.17322893990265847,0.9177033047207391,False,Rhag or Rhbg,Rhag; Rhbg,2,2.7.4.6
Transport reactions,CD5 lo,-1.166956125474205,384,105,27.34375,MAR01534_pos,MAR01534,Transport of Ammonium ion via Proton Antiport,-0.16055981469227545,0.9177033047207391,False,Rhag or Rhbg,Rhag; Rhbg,2,2.7.4.6
